Transaction Date,Post Date,Description,Category,Type,Amount
10/23/2019,10/24/2019,SUPERMAX REDMOND MART,Groceries,Sale,-16.44
10/23/2019,10/24/2019,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-193.76
10/23/2019,10/24/2019,PUGET SOUND ENERGY,Bills & Utilities,Sale,-79.12
10/23/2019,10/24/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-19.00
10/22/2019,10/23/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-19.00
10/20/2019,10/22/2019,IKEA SEATTLE,Home,Sale,-30.04
10/19/2019,10/22/2019,U-HAUL OF KIRKLAND,Automotive,Sale,-54.99
10/21/2019,10/22/2019,The Twisted Cuban Cafe,Food & Drink,Sale,-141.00
10/20/2019,10/21/2019,SQ *BOBALUST TEA HOUSE,Food & Drink,Sale,-12.90
10/20/2019,10/21/2019,WM SUPERCENTER #3098,Groceries,Sale,-37.03
10/19/2019,10/21/2019,CHICK-FIL-A #03801,Food & Drink,Sale,-31.47
10/19/2019,10/20/2019,RED ROBIN NO 134,Food & Drink,Sale,-40.00
10/18/2019,10/20/2019,CONSUMERREPORTS.ORG,Bills & Utilities,Sale,-8.75
10/18/2019,10/20/2019,SQ *KANISHKA INDIAN CUISI,Food & Drink,Sale,-18.47
10/16/2019,10/18/2019,QFC 5820,Groceries,Sale,-11.19
10/16/2019,10/17/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-13.39
10/15/2019,10/17/2019,IMPARK00250182U,Travel,Sale,-8.50
10/16/2019,10/17/2019,Amazon.com*LD4LR0F13,Shopping,Sale,-126.87
10/16/2019,10/17/2019,IPM FGI CP,Travel,Sale,-16.00
10/15/2019,10/16/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-11.53
10/15/2019,10/16/2019,IPM FGI CP,Travel,Sale,-16.00
10/15/2019,10/16/2019,WAVE,Bills & Utilities,Sale,-76.17
10/15/2019,10/15/2019,Rebtel,Bills & Utilities,Sale,-20.00
10/13/2019,10/15/2019,A EAGLE OUTFTR00021253,Shopping,Sale,-82.41
10/13/2019,10/14/2019,COSTCO GAS #1225,Gas,Sale,-39.38
10/13/2019,10/14/2019,QFC 5820,Groceries,Sale,-37.54
10/13/2019,10/14/2019,MI TEA,Food & Drink,Sale,-6.60
10/13/2019,10/14/2019,UNIQLO BELLEVUE #83,Shopping,Return,5.50
10/13/2019,10/14/2019,CHEVRON 0098795,Gas,Sale,-7.41
10/12/2019,10/14/2019,TARGET        00009951,Shopping,Sale,-24.27
10/12/2019,10/14/2019,IPM FGI CP,Travel,Sale,-16.00
10/13/2019,10/14/2019,AUNTIE ANNE'S WA101,Food & Drink,Sale,-7.37
10/12/2019,10/13/2019,REMLINGER FARMS CEE,Entertainment,Sale,-49.41
10/12/2019,10/13/2019,COSTCO WHSE #1225,Shopping,Sale,-374.96
10/12/2019,10/13/2019,COSTCO WHSE #1225,Shopping,Sale,-12.06
10/10/2019,10/13/2019,QFC 5820,Groceries,Sale,-5.49
10/11/2019,10/13/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-9.55
10/10/2019,10/11/2019,IPM FGI CP,Travel,Sale,-16.00
10/10/2019,10/11/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-12.40
10/09/2019,10/10/2019,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-17.99
10/07/2019,10/09/2019,YUMMY PHO INC,Food & Drink,Sale,-16.45
10/08/2019,10/09/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-11.85
