Transaction Date,Post Date,Description,Category,Type,Amount
09/16/2019,09/17/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-10.66
09/15/2019,09/17/2019,ALASKA AIR  0272140942177,Travel,Sale,-178.30
09/15/2019,09/17/2019,ALASKA AIR  0272140942176,Travel,Sale,-178.30
09/16/2019,09/16/2019,AMZN Mktp US*JE3P508L3,Shopping,Sale,-20.00
09/15/2019,09/16/2019,UNIQLO BELLEVUE #83,Shopping,Sale,-16.39
09/15/2019,09/16/2019,AMZN Mktp US*C49WA04N3,Shopping,Sale,-46.18
09/14/2019,09/16/2019,QFC 5820,Groceries,Sale,-36.93
09/16/2019,09/16/2019,MI TEA,Food & Drink,Sale,-6.60
09/15/2019,09/16/2019,AUNTIE ANNE'S WA101,Food & Drink,Sale,-6.48
09/16/2019,09/16/2019,AMZN Mktp US*QT6Y667O3,Shopping,Sale,-14.25
09/16/2019,09/16/2019,AMZN Mktp US*6R9DQ9TJ3,Shopping,Sale,-13.15
09/14/2019,09/15/2019,COSTCO WHSE #1225,Shopping,Sale,-2.19
09/14/2019,09/15/2019,SQ *THQ LLC,Food & Drink,Sale,-7.26
09/12/2019,09/15/2019,AGAVE COCINA  CANTINA,Food & Drink,Sale,-22.25
09/14/2019,09/15/2019,WM SUPERCENTER #3098,Groceries,Sale,-39.53
09/14/2019,09/15/2019,AMZN Mktp US*MO8SC1IH0,Shopping,Sale,-74.87
09/14/2019,09/15/2019,WAVE,Bills & Utilities,Sale,-76.17
09/13/2019,09/15/2019,IPM FGI CP,Travel,Sale,-16.00
09/13/2019,09/15/2019,FIVE GUYS WA 1837 QSR,Food & Drink,Sale,-13.95
09/14/2019,09/15/2019,COSTCO WHSE #1225,Shopping,Sale,-140.92
09/11/2019,09/12/2019,PUGET SOUND ENERGY,Bills & Utilities,Sale,-46.28
09/10/2019,09/11/2019,RED ROBIN NO 134,Food & Drink,Sale,-21.10
09/08/2019,09/11/2019,WASHINGTON STATE FAIR,Entertainment,Sale,-36.00
09/10/2019,09/11/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-10.87
09/10/2019,09/11/2019,IPM FGI CP,Travel,Sale,-16.00
09/08/2019,09/10/2019,WASHINGTON STATE FAIR,Entertainment,Sale,-60.00
09/08/2019,09/10/2019,WASHINGTON STATE FAIR,Entertainment,Sale,-60.00
09/08/2019,09/10/2019,DIN TAI FUNG SOUTHCENTER,Food & Drink,Sale,-90.53
09/08/2019,09/10/2019,TARGET        00009951,Shopping,Sale,-3.84
09/08/2019,09/10/2019,MCDONALD'S M6587 OF WA,Food & Drink,Sale,-5.58
09/08/2019,09/10/2019,SHARETEA REDMOND,Food & Drink,Sale,-11.62
09/09/2019,09/10/2019,COSTCO GAS #1225,Gas,Sale,-42.71
09/07/2019,09/09/2019,LEAVENWORTH SAUSAGE GARTE,Food & Drink,Sale,-46.30
09/09/2019,09/09/2019,GOOGLE *YouTubePremium,Shopping,Sale,-17.99
09/09/2019,09/09/2019,AMZN Mktp US*3R3DK0SK3,Shopping,Sale,-22.00
09/08/2019,09/09/2019,SQ *IMPACT CONCESSIONS -,Food & Drink,Sale,-6.00
09/08/2019,09/09/2019,SQ *IMPACT CONCESSIONS -,Food & Drink,Sale,-6.00
09/08/2019,09/09/2019,SQ *PAELLA PRO,Food & Drink,Sale,-20.70
09/09/2019,09/09/2019,JUICYS 3 AT THE FAIR,Food & Drink,Sale,-19.73
09/08/2019,09/09/2019,WASHINGTON STATE FAIR COM,Entertainment,Sale,-33.50
09/06/2019,09/09/2019,Tanoor Lebanese Grill,Food & Drink,Sale,-126.13
09/07/2019,09/09/2019,IPM FGI CP,Travel,Sale,-16.00
09/07/2019,09/09/2019,A MATTER OF TASTE DC P,Shopping,Sale,-9.34
09/07/2019,09/08/2019,ACTBLUE*PETE.BUTTIGIEG,Gifts & Donations,Sale,-25.00
09/07/2019,09/08/2019,Amazon.com*MO01358D0,Shopping,Sale,-10.26
09/05/2019,09/08/2019,QFC 5820,Groceries,Sale,-3.99
09/06/2019,09/08/2019,24 Hour Fitness USA  I,Health & Wellness,Sale,-45.98
09/07/2019,09/08/2019,RMCF - LEAVENWORTH,Food & Drink,Sale,-12.75
09/06/2019,09/08/2019,COSTCO GAS #0008,Gas,Sale,-30.44
09/06/2019,09/08/2019,SQ *KANISHKA INDIAN CUISI,Food & Drink,Sale,-35.40
09/05/2019,09/06/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-12.29
09/04/2019,09/05/2019,IPM FGI CP,Travel,Sale,-10.00
09/02/2019,09/04/2019,WASHINGTON STATE FAIR,Entertainment,Sale,-12.00
09/02/2019,09/04/2019,WASHINGTON STATE FAIR,Entertainment,Sale,-12.00
09/02/2019,09/04/2019,WASHINGTON STATE FAIR,Entertainment,Sale,-60.00
09/02/2019,09/04/2019,WASHINGTON STATE FAIR,Entertainment,Sale,-21.00
09/03/2019,09/04/2019,SHARETEA REDMOND,Food & Drink,Sale,-6.00
09/03/2019,09/04/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-12.29
09/03/2019,09/04/2019,AMZN Mktp US*MO9B80VB0,Shopping,Sale,-53.46
09/02/2019,09/04/2019,SAFEWAY #0464,Groceries,Sale,-44.00
09/01/2019,09/03/2019,WOODMARK WATERFRONT AD,Entertainment,Return,377.14
09/02/2019,09/03/2019,AMZN Mktp US*MO4FT9GW0,Shopping,Sale,-12.13
09/03/2019,09/03/2019,JUICYS 3 AT THE FAIR,Food & Drink,Sale,-41.21
09/02/2019,09/03/2019,SQ *IMPACT CONCESSIONS -,Food & Drink,Sale,-6.00
09/02/2019,09/03/2019,AMZN Mktp US*MO91A6G20,Shopping,Sale,-8.79
09/03/2019,09/03/2019,JUICYS 3 AT THE FAIR,Food & Drink,Sale,-19.51
09/02/2019,09/03/2019,RED ROBIN NO 134,Food & Drink,Sale,-40.55
09/02/2019,09/03/2019,MARLOWES,Food & Drink,Sale,-11.54
09/01/2019,09/02/2019,Rebtel,Bills & Utilities,Sale,-10.00
09/01/2019,09/02/2019,COSTCO WHSE #1225,Shopping,Sale,-181.39
09/01/2019,09/02/2019,24 Hour Fitness USA  I,Health & Wellness,Sale,-45.98
08/31/2019,09/02/2019,STONE KOREAN RESTAURANT,Food & Drink,Sale,-58.19
09/01/2019,09/02/2019,SHARETEA REDMOND,Food & Drink,Sale,-5.87
08/31/2019,09/02/2019,WOODMARK WATERFRONT AD,Entertainment,Sale,-377.14
09/01/2019,09/01/2019,Payment Thank You - Web,,Payment,2639.59
08/31/2019,09/01/2019,COSTCO GAS #1225,Gas,Sale,-33.50
08/31/2019,09/01/2019,COSTCO WHSE #1225,Shopping,Sale,-250.65
08/29/2019,09/01/2019,QFC 5820,Groceries,Sale,-3.41
08/29/2019,09/01/2019,FIVE GUYS WA 1837 QSR,Food & Drink,Sale,-13.95
08/29/2019,09/01/2019,QFC 5820,Groceries,Sale,-10.48
08/31/2019,09/01/2019,QFC 5820,Groceries,Sale,-33.49
08/30/2019,09/01/2019,TARGET        00009951,Shopping,Sale,-0.55
