Transaction Date,Post Date,Description,Category,Type,Amount
06/11/2019,06/13/2019,MS CAFE 50    19097476,Food & Drink,Sale,-9.02
06/11/2019,06/13/2019,MS CAFE 50    19097476,Food & Drink,Sale,-0.83
06/10/2019,06/12/2019,MS CAFE 50    19097476,Food & Drink,Sale,-7.69
06/10/2019,06/12/2019,QFC 5820,Groceries,Sale,-31.40
06/09/2019,06/11/2019,THE BLACK DUCK,Food & Drink,Sale,-47.60
06/11/2019,06/11/2019,Rebtel,Bills & Utilities,Sale,-20.00
06/09/2019,06/10/2019,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-17.99
06/09/2019,06/10/2019,TICKET MONSTER,Entertainment,Sale,-30.30
06/09/2019,06/10/2019,Rebtel,Bills & Utilities,Sale,-10.00
06/08/2019,06/10/2019,CHICK-FIL-A #03801,Food & Drink,Sale,-33.02
06/08/2019,06/09/2019,24 Hour Fitness USA  I,Health & Wellness,Sale,-54.99
06/06/2019,06/09/2019,FIVE GUYS WA 1837 QSR,Food & Drink,Sale,-30.09
06/06/2019,06/09/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.79
06/08/2019,06/09/2019,COSTCO GAS #0008,Gas,Sale,-39.67
06/08/2019,06/09/2019,DOLLARTREE,Shopping,Sale,-8.86
06/08/2019,06/09/2019,WAL-MART #3098,Groceries,Sale,-32.94
06/06/2019,06/09/2019,QFC 5820,Groceries,Sale,-17.70
06/07/2019,06/09/2019,GYRO TO GO,Food & Drink,Sale,-15.19
06/07/2019,06/09/2019,24 Hour Fitness USA  I,Health & Wellness,Sale,-45.98
06/07/2019,06/07/2019,AMZN Mktp US*M65NM3PH1,Shopping,Sale,-8.79
06/06/2019,06/07/2019,GOOGLE *YouTubePremium,Entertainment,Sale,-0.58
06/05/2019,06/07/2019,MS CAFE 50    19097476,Food & Drink,Sale,-6.77
06/04/2019,06/06/2019,MS CAFE 50    19097476,Food & Drink,Sale,-0.83
06/04/2019,06/06/2019,QFC 5820,Groceries,Sale,-8.99
06/05/2019,06/06/2019,OTO SUSHI REDMOND,Food & Drink,Sale,-15.00
06/05/2019,06/06/2019,TST* TAVERN HALL,Food & Drink,Sale,-19.50
06/05/2019,06/06/2019,Amazon.com*M641F8ZF2,Shopping,Sale,-6.00
06/03/2019,06/05/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.79
06/03/2019,06/04/2019,WAL-MART #5939,Shopping,Sale,-66.27
06/03/2019,06/04/2019,MASTERY MOBILE APP,Professional Services,Sale,-149.99
06/03/2019,06/04/2019,Amazon Prime,Bills & Utilities,Sale,-130.90
06/02/2019,06/04/2019,13 COINS - PIONEER,Food & Drink,Sale,-60.17
06/03/2019,06/04/2019,TJ MAXX #1069,Shopping,Sale,-9.89
06/03/2019,06/03/2019,WAVE,Bills & Utilities,Sale,-76.17
06/02/2019,06/03/2019,COSTCO WHSE #1225,Shopping,Sale,-122.88
06/01/2019,06/03/2019,QFC 5820,Groceries,Sale,-4.99
06/01/2019,06/03/2019,CHICK-FIL-A #03801,Food & Drink,Sale,-29.64
06/02/2019,06/03/2019,IPM LOT 41,Travel,Sale,-6.13
06/02/2019,06/03/2019,CAFE CON LECHE / CLUB SUR,Food & Drink,Sale,-117.64
06/01/2019,06/02/2019,Payment Thank You - Web,,Payment,4458.47
05/31/2019,06/02/2019,FAT BURGER,Food & Drink,Sale,-11.55
05/30/2019,06/02/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.79
06/01/2019,06/02/2019,UBER   *TRIP,Travel,Sale,-5.00
06/01/2019,06/02/2019,UBER   *TRIP,Travel,Sale,-10.01
05/30/2019,06/02/2019,QFC 5820,Groceries,Sale,-29.36
06/01/2019,06/02/2019,24 Hour Fitness USA  I,Health & Wellness,Sale,-45.98
05/29/2019,05/31/2019,MS CAFE 50    19097476,Food & Drink,Sale,-7.17
05/30/2019,05/31/2019,LYFT   *RIDE THU 5PM,Travel,Sale,-17.29
05/30/2019,05/31/2019,PROGRESSIVE *INSURANCE,Bills & Utilities,Sale,-634.00
05/28/2019,05/30/2019,QFC 5820,Groceries,Sale,-4.99
05/28/2019,05/30/2019,MS CAFE 83    18304915,Food & Drink,Sale,-8.79
05/28/2019,05/29/2019,AMZN Mktp US*MN12P52S0,Shopping,Sale,-605.00
05/27/2019,05/28/2019,MOOSE CREEK BBQ AND GRILL,Food & Drink,Sale,-3.55
05/26/2019,05/28/2019,RICARDOS - WA,Food & Drink,Sale,-57.00
05/27/2019,05/28/2019,MOOSE CREEK BBQ AND GRILL,Food & Drink,Sale,-41.72
05/26/2019,05/27/2019,QFC 5820,Groceries,Sale,-53.44
05/25/2019,05/27/2019,TARGET        00009951,Shopping,Sale,-16.37
05/26/2019,05/27/2019,CROSSROADS BARBER SHOP,Personal,Sale,-25.00
05/25/2019,05/27/2019,CHICK-FIL-A #03251,Food & Drink,Sale,-31.30
05/26/2019,05/27/2019,MICHAELS STORES 8403,Shopping,Sale,-16.67
05/26/2019,05/27/2019,JINYA RAMEN BAR BE,Food & Drink,Sale,-46.15
05/26/2019,05/27/2019,COSTCO GAS #1225,Gas,Sale,-44.17
05/24/2019,05/26/2019,PANERA BREAD #202250 K,Food & Drink,Sale,-13.64
05/24/2019,05/26/2019,ROSS STORES #1424,Shopping,Sale,-20.87
05/24/2019,05/26/2019,MS CAFE 50    19097476,Food & Drink,Sale,-10.55
05/24/2019,05/26/2019,TJMAXX #0574,Shopping,Sale,-6.58
05/25/2019,05/26/2019,USA*GRACE VENDING,Food & Drink,Sale,-1.10
05/25/2019,05/26/2019,AMZN Mktp US*MN37S3DD0,Shopping,Sale,-39.23
05/23/2019,05/24/2019,TARGET        00009951,Shopping,Sale,-26.79
05/23/2019,05/24/2019,LEETCODE.COM,Shopping,Sale,-35.00
05/23/2019,05/24/2019,PANERA BREAD #202250,Food & Drink,Sale,-15.84
05/22/2019,05/24/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.79
05/24/2019,05/24/2019,SENOR TACO,Food & Drink,Sale,-11.08
05/23/2019,05/24/2019,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-181.76
05/21/2019,05/23/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.79
05/21/2019,05/23/2019,QFC 5820,Groceries,Sale,-12.42
05/19/2019,05/21/2019,THE HOME DEPOT 4723,Home,Sale,-8.28
05/20/2019,05/21/2019,PUGET SOUND ENERGY,Bills & Utilities,Sale,-93.63
05/19/2019,05/20/2019,QFC 5820,Groceries,Sale,-2.99
05/18/2019,05/20/2019,CHICK-FIL-A #03801,Food & Drink,Sale,-29.20
05/19/2019,05/20/2019,COSTCO WHSE #1225,Shopping,Sale,-80.09
05/17/2019,05/20/2019,GYRO TO GO,Food & Drink,Sale,-15.00
05/18/2019,05/20/2019,AMC WOODINVILLE 12 #2449,Entertainment,Sale,-13.66
05/18/2019,05/19/2019,CONSUMERREPORTS.ORG,Bills & Utilities,Sale,-8.75
05/16/2019,05/19/2019,QFC #5820,Groceries,Sale,-18.67
05/16/2019,05/19/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.79
05/17/2019,05/19/2019,PANERA BREAD #202250,Food & Drink,Sale,-5.49
05/18/2019,05/19/2019,CR *CONSMRRPRTS DONATE,Gifts & Donations,Sale,-5.00
05/15/2019,05/16/2019,TST* HOMEGROWN 1007,Food & Drink,Sale,-15.56
05/15/2019,05/16/2019,GROUPON INC,Personal,Sale,-79.00
05/14/2019,05/16/2019,ACORN UNIFORMS,Shopping,Sale,-97.20
05/14/2019,05/16/2019,MS CAFE 50    19097476,Food & Drink,Sale,-9.02
05/16/2019,05/16/2019,Rebtel,Bills & Utilities,Sale,-20.00
05/14/2019,05/15/2019,VENMO,Personal,Sale,-309.00
05/13/2019,05/14/2019,TST* HOMEGROWN 1007,Food & Drink,Sale,-29.87
05/12/2019,05/14/2019,THE HOME DEPOT 4723,Home,Sale,-2.18
05/13/2019,05/14/2019,EL TOREADOR MEXICAN REST,Food & Drink,Sale,-50.00
05/12/2019,05/13/2019,TARGET        00009951,Shopping,Sale,-17.36
05/11/2019,05/13/2019,CHICK-FIL-A #03299,Food & Drink,Sale,-22.55
05/11/2019,05/13/2019,WOODMARK WATERFRONT AD,Entertainment,Sale,-24.80
05/11/2019,05/13/2019,CHICK-FIL-A #03299,Food & Drink,Sale,-10.43
05/12/2019,05/13/2019,COSTCO GAS #1225,Gas,Sale,-45.47
05/12/2019,05/13/2019,WAL-MART #5939,Shopping,Sale,-65.25
05/12/2019,05/13/2019,COSTCO WHSE #1225,Shopping,Sale,-239.04
05/12/2019,05/13/2019,NAYAX VENDING 26,Food & Drink,Sale,-4.50
05/12/2019,05/13/2019,TARGET        00009951,Shopping,Sale,-5.27
05/11/2019,05/13/2019,WOODMARK WATERFRONT AD,Entertainment,Sale,-91.90
05/11/2019,05/13/2019,TARGET        00009951,Shopping,Sale,-24.19
05/10/2019,05/12/2019,GYRO TO GO,Food & Drink,Sale,-15.00
05/11/2019,05/12/2019,EL TOREADOR MEXICAN REST,Food & Drink,Sale,-54.23
05/09/2019,05/12/2019,UN BIEN LLC,Food & Drink,Sale,-14.39
05/09/2019,05/12/2019,UN BIEN LLC,Food & Drink,Sale,-2.50
05/08/2019,05/10/2019,MS CAFE 50    19097476,Food & Drink,Sale,-11.11
05/09/2019,05/10/2019,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-11.99
05/08/2019,05/10/2019,QFC 5820,Groceries,Sale,-18.36
05/07/2019,05/09/2019,MS CAFE 50    19097476,Food & Drink,Sale,-9.02
05/06/2019,05/08/2019,JEWEL HOSPITALITY  INC. D,Groceries,Sale,-7.44
05/06/2019,05/08/2019,JEWEL HOSPITALITY  INC. D,Groceries,Sale,-7.44
05/06/2019,05/07/2019,LIVING WELL HEALTH CENT #,Health & Wellness,Sale,-1.10
05/05/2019,05/07/2019,OPH REDMOND,Food & Drink,Sale,-40.00
05/05/2019,05/06/2019,WAL-MART #3098,Groceries,Sale,-29.40
05/04/2019,05/06/2019,THE SLIP,Food & Drink,Sale,-41.08
05/05/2019,05/06/2019,24 Hour Fitness USA  I,Health & Wellness,Sale,-45.98
05/05/2019,05/06/2019,QFC 5820,Groceries,Sale,-59.67
05/04/2019,05/06/2019,SHELL OIL 12662736003,Gas,Sale,-1.09
05/03/2019,05/05/2019,24 Hour Fitness USA  I,Health & Wellness,Sale,-45.98
05/02/2019,05/05/2019,WOODLAND PARK ZOO,Entertainment,Sale,-45.90
05/04/2019,05/05/2019,OLD NAVY US 5655,Shopping,Sale,-70.72
05/03/2019,05/05/2019,BUENOS AIRES GRILL,Food & Drink,Sale,-70.46
05/03/2019,05/05/2019,MS CAFE 50    19097476,Food & Drink,Sale,-10.55
05/04/2019,05/05/2019,WAVE,Bills & Utilities,Sale,-76.17
05/02/2019,05/05/2019,PARKING WOODLANDPARK ZOO,Travel,Sale,-7.36
05/02/2019,05/03/2019,COSTCO WHSE #1225,Shopping,Sale,-6.77
05/02/2019,05/03/2019,LIVING WELL HEALTH CENT #,Health & Wellness,Sale,-1.82
05/01/2019,05/03/2019,EDUCATIVEINC*GROKKINGT,Shopping,Sale,-79.00
05/01/2019,05/03/2019,MS CAFE 50    19097476,Food & Drink,Sale,-10.99
05/02/2019,05/03/2019,COSTCO GAS #1225,Gas,Sale,-41.77
05/02/2019,05/03/2019,COSTCO WHSE #1225,Shopping,Sale,-36.57
05/02/2019,05/02/2019,Payment Thank You - Web,,Payment,4860.92
05/01/2019,05/02/2019,PANDORA BY B BRDG 207,Shopping,Sale,-99.00
05/01/2019,05/02/2019,LUSH BELLEVUE (403),Shopping,Sale,-8.75
05/01/2019,05/02/2019,Amazon.com*MZ2TV07E0,Shopping,Sale,-19.67
05/01/2019,05/01/2019,ANNUAL MEMBERSHIP FEE,,Fee,-95.00
04/30/2019,05/01/2019,AMZN Mktp US*MZ18F5UH1,Shopping,Sale,-41.27
05/01/2019,05/01/2019,SENOR TACO,Food & Drink,Sale,-10.08
