Transaction Date,Post Date,Description,Category,Type,Amount
03/11/2019,03/12/2019,OUTBACK 4612,Food & Drink,Sale,-80.00
03/10/2019,03/11/2019,AUNTIE ANNE'S WA101,Food & Drink,Sale,-11.43
03/09/2019,03/11/2019,COSTCO GAS #1225,Gas,Sale,-42.17
03/10/2019,03/11/2019,COSTCO WHSE #0008,Shopping,Sale,-189.09
03/10/2019,03/11/2019,WAL-MART #3098,Groceries,Sale,-32.33
03/10/2019,03/11/2019,EXPRESS#0153,Shopping,Sale,-259.05
03/08/2019,03/10/2019,MS CAFE 50    19097476,Food & Drink,Sale,-12.09
03/07/2019,03/10/2019,MS CAFE 50    19097476,Food & Drink,Sale,-9.89
03/09/2019,03/10/2019,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-11.99
03/08/2019,03/10/2019,AMZN Mktp US*MI4LR42D2,Shopping,Sale,-103.99
03/09/2019,03/10/2019,WHOLEFDS RMD 10260,Groceries,Sale,-75.30
03/06/2019,03/08/2019,GOODWILL BELLEVUE - DI,Shopping,Sale,-35.15
03/07/2019,03/08/2019,QFC 5820,Groceries,Sale,-9.18
03/05/2019,03/07/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
03/06/2019,03/07/2019,CHIPOTLE 1364,Food & Drink,Sale,-17.27
03/05/2019,03/07/2019,ROSS STORES #1424,Shopping,Sale,-114.32
03/06/2019,03/06/2019,WAVE,Bills & Utilities,Sale,-72.97
03/05/2019,03/06/2019,24 Hour Fitness USA  I,Health & Wellness,Sale,-45.98
02/22/2019,03/05/2019,AMERICAN AIR0012338715651,Travel,Return,577.63
03/04/2019,03/05/2019,QFC 5820,Groceries,Sale,-8.46
03/03/2019,03/05/2019,LINCOLN SOUTH FOOD HALL,Food & Drink,Sale,-32.45
03/02/2019,03/04/2019,IKEA SEATTLE,Home,Sale,-580.02
03/03/2019,03/04/2019,MACYS  BELLEVUE (WA),Shopping,Sale,-43.60
03/03/2019,03/04/2019,QFC 5820,Groceries,Sale,-37.26
03/03/2019,03/04/2019,WAL-MART #3098,Groceries,Sale,-46.35
03/02/2019,03/03/2019,TST* TAVERN HALL,Food & Drink,Sale,-35.75
03/01/2019,03/03/2019,DICKSSPORTINGGOODS1331,Shopping,Sale,-65.90
03/01/2019,03/03/2019,TROPEA RISTORANTE ITALIAN,Food & Drink,Sale,-55.99
03/02/2019,03/03/2019,IKEA SEATTLE,Food & Drink,Sale,-23.06
03/03/2019,03/03/2019,IKEA SEATTLE,Food & Drink,Sale,-6.49
02/28/2019,03/03/2019,HLU*Hulu 1230741723850-U,Bills & Utilities,Sale,-13.17
02/28/2019,03/03/2019,PHO HOA  JAZEN TEA,Food & Drink,Sale,-31.00
02/28/2019,03/03/2019,QFC 5820,Groceries,Sale,-27.09
02/28/2019,03/01/2019,OLD NAVY US 5655,Shopping,Sale,-33.47
02/28/2019,03/01/2019,Payment Thank You - Web,,Payment,5818.66
02/27/2019,03/01/2019,BARTELL DRUG 52-RDMND TC,Health & Wellness,Sale,-12.09
02/27/2019,03/01/2019,BED BATH &amp; BEYOND #184,Home,Sale,-13.18
02/27/2019,03/01/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.79
02/27/2019,02/28/2019,MACYS  REDMOND,Shopping,Sale,-14.28
02/27/2019,02/28/2019,MACYS  REDMOND,Shopping,Sale,-37.05
02/27/2019,02/28/2019,TARGET        00009951,Shopping,Sale,-82.92
02/27/2019,02/28/2019,CROSSROADS BARBER SHOP,Personal,Sale,-24.00
02/27/2019,02/28/2019,DOUGH ZONE,Food & Drink,Sale,-54.39
02/26/2019,02/28/2019,CHEESECAKE BELLEVUE,Food & Drink,Sale,-11.85
02/25/2019,02/27/2019,0389 FOREVER 21,Shopping,Sale,-16.50
02/25/2019,02/27/2019,DSW BEAR CREEK VILLAGE,Shopping,Sale,-155.01
02/26/2019,02/27/2019,TST* HOMEGROWN 1007,Food & Drink,Sale,-33.00
02/26/2019,02/27/2019,LIVING WELL HEALTH CENT #,Health & Wellness,Sale,-5.52
02/25/2019,02/26/2019,COSTCO WHSE #1225,Shopping,Sale,-390.38
02/25/2019,02/26/2019,QFC 5820,Groceries,Sale,-59.13
02/25/2019,02/26/2019,SQ *MOLLY MOON'S REDMOND,Food & Drink,Sale,-7.08
02/26/2019,02/26/2019,AMZ*The Seattle Time,Entertainment,Sale,-1.00
02/25/2019,02/26/2019,TARGET        00009951,Shopping,Sale,-48.37
02/24/2019,02/26/2019,DENVER AIRPORT,Food & Drink,Sale,-37.79
02/24/2019,02/26/2019,652 FLIGHT TERMINAL A,Shopping,Sale,-2.49
02/25/2019,02/26/2019,PINKBERRY 5032,Food & Drink,Sale,-9.21
02/25/2019,02/26/2019,QFC 5820,Groceries,Sale,-5.27
02/24/2019,02/25/2019,AA INFLIGHT VISA FACET 4,Groceries,Sale,-4.00
02/25/2019,02/25/2019,UBER   *TRIP,Travel,Sale,-52.11
02/24/2019,02/25/2019,EL TOREADOR MEXICAN REST,Food & Drink,Sale,-45.70
02/24/2019,02/25/2019,MIA CAFE VERSAILLES D44,Food & Drink,Sale,-27.87
02/22/2019,02/24/2019,AMERICAN AIR0010642568998,Travel,Sale,-42.04
02/22/2019,02/24/2019,AMERICAN AIR0010642568997,Travel,Sale,-38.50
02/23/2019,02/24/2019,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-193.76
02/22/2019,02/24/2019,USCIS (IV FEE),Bills & Utilities,Sale,-220.00
02/22/2019,02/24/2019,FRONTIER AI O5PIFF,Travel,Sale,-691.84
02/23/2019,02/24/2019,USPS.COM MOVER'S GUIDE,Shopping,Sale,-1.05
02/22/2019,02/24/2019,AMERICAN AIR0012338715651,Travel,Sale,-577.63
02/22/2019,02/24/2019,AMERICAN AIR0012338715650,Travel,Sale,-577.63
02/21/2019,02/22/2019,Rebtel,Bills & Utilities,Sale,-10.00
02/21/2019,02/22/2019,Rebtel,Bills & Utilities,Sale,-20.00
02/18/2019,02/20/2019,AMERICAN AIR0010642207519,Travel,Return,27.71
02/18/2019,02/20/2019,AMERICAN AIR0012337655744,Travel,Return,270.83
02/17/2019,02/19/2019,CAKE THAI WYNWOOD,Food & Drink,Sale,-6.42
02/18/2019,02/19/2019,HAYATO MIAMI,Food & Drink,Sale,-42.80
02/17/2019,02/19/2019,AMERICAN AIR0010642207519,Travel,Sale,-27.71
02/17/2019,02/19/2019,MNN/GILBERT CAFE#2401,Shopping,Sale,-8.97
02/17/2019,02/19/2019,AMERICAN AIR0012337673021,Travel,Sale,-270.83
02/17/2019,02/19/2019,MAGGIANO'S CONC C DFW,Food & Drink,Sale,-20.45
02/17/2019,02/19/2019,AMERICAN AIR0012337655744,Travel,Sale,-270.83
02/18/2019,02/19/2019,AA INFLIGHT VISA FACET 4,Groceries,Sale,-10.99
02/17/2019,02/19/2019,CAKE THAI WYNWOOD,Food & Drink,Sale,-9.63
02/17/2019,02/18/2019,SEA JETBOX D BALLARD B,Food & Drink,Sale,-9.54
02/17/2019,02/18/2019,PHXFOURPEAKSBREWERY N1,Food & Drink,Sale,-17.74
02/15/2019,02/17/2019,LOLA RESTAURANT,Food & Drink,Sale,-30.72
02/15/2019,02/17/2019,COSTCO GAS #1225,Gas,Sale,-36.24
02/16/2019,02/17/2019,HUDSON ST 1504,Shopping,Sale,-43.99
02/15/2019,02/17/2019,PANDORA BY B BRDG 207,Shopping,Sale,-71.50
02/16/2019,02/17/2019,HUDSONNEWS  ST1110,Shopping,Sale,-7.14
02/17/2019,02/17/2019,UBER   *TRIP,Travel,Sale,-45.32
02/15/2019,02/17/2019,IMPARK00250156U,Travel,Sale,-22.00
02/16/2019,02/17/2019,RITE AID STORE - 5199,Health & Wellness,Sale,-54.99
02/16/2019,02/17/2019,SQ *SEATTLE SANDWICH CO.,Food & Drink,Sale,-14.29
02/15/2019,02/17/2019,FAT BURGER,Food & Drink,Sale,-10.11
02/13/2019,02/15/2019,THAI 65 CAFE,Food & Drink,Sale,-15.15
02/14/2019,02/15/2019,Rebtel,Bills & Utilities,Sale,-10.00
02/14/2019,02/15/2019,THE ELDORADO INN,Travel,Sale,-923.95
02/14/2019,02/15/2019,QFC 5820,Groceries,Sale,-16.99
02/14/2019,02/15/2019,BIG 5 SPORTING GOODS 488,Shopping,Sale,-14.01
02/14/2019,02/15/2019,QFC 5820,Groceries,Sale,-3.29
02/13/2019,02/14/2019,WAL-MART #3098,Groceries,Sale,-21.47
02/13/2019,02/14/2019,QFC 5820,Groceries,Sale,-53.42
02/11/2019,02/13/2019,7-ELEVEN 14402,Gas,Sale,-3.49
02/10/2019,02/12/2019,CRYSTAL MOUNTAIN,Entertainment,Sale,-106.82
02/10/2019,02/12/2019,CRYSTAL MOUNTAIN,Food & Drink,Sale,-24.50
02/10/2019,02/12/2019,BEST LOCKERS CRYSTAL,Personal,Sale,-5.00
02/10/2019,02/12/2019,CRYSTAL MOUNTAIN,Entertainment,Sale,-61.00
02/08/2019,02/11/2019,GYRO TO GO,Food & Drink,Sale,-15.00
02/09/2019,02/10/2019,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-11.99
02/07/2019,02/10/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.79
02/08/2019,02/10/2019,QFC 5820,Groceries,Sale,-33.42
02/08/2019,02/10/2019,BIG 5 SPORTING GOODS 488,Shopping,Sale,-5.76
02/07/2019,02/08/2019,BIG 5 SPORTING GOODS 488,Shopping,Sale,-10.70
02/07/2019,02/08/2019,Rebtel,Bills & Utilities,Sale,-20.00
02/07/2019,02/08/2019,TARGET        00009951,Shopping,Sale,-35.18
02/06/2019,02/08/2019,THAI 65 CAFE,Food & Drink,Sale,-15.15
02/06/2019,02/08/2019,QFC 5820,Groceries,Sale,-4.49
02/07/2019,02/07/2019,AMZN Mktp US*MB6G44KT2,Shopping,Sale,-5.24
02/05/2019,02/07/2019,MS CAFE 50    19097476,Food & Drink,Sale,-6.71
02/05/2019,02/07/2019,MS CAFE 50    19097476,Food & Drink,Sale,-3.85
02/05/2019,02/06/2019,24 Hour Fitness USA  I,Health & Wellness,Sale,-45.98
02/04/2019,02/05/2019,THE WESTY ROOSEVELT,Food & Drink,Sale,-18.32
02/03/2019,02/05/2019,A EAGLE OUTFTR00000950,Shopping,Sale,-43.99
02/04/2019,02/05/2019,QFC 5820,Groceries,Sale,-4.99
02/04/2019,02/05/2019,AMZN Mktp US*MB9094YJ0,Shopping,Sale,-9.95
02/02/2019,02/04/2019,TARGET        00009951,Shopping,Sale,-35.06
02/03/2019,02/04/2019,OLD NAVY US 5655,Shopping,Sale,-45.09
02/02/2019,02/03/2019,FAT BURGER,Food & Drink,Sale,-16.03
02/01/2019,02/03/2019,MS CAFE 50    19097476,Food & Drink,Sale,-7.36
01/31/2019,02/03/2019,TACO BELL 031340,Food & Drink,Sale,-8.88
02/02/2019,02/03/2019,QFC 5820,Groceries,Sale,-40.19
02/02/2019,02/03/2019,WAL-MART #3098,Groceries,Sale,-23.94
02/03/2019,02/03/2019,WAVE,Bills & Utilities,Sale,-72.97
02/01/2019,02/01/2019,Payment Thank You - Web,,Payment,3326.42
01/30/2019,02/01/2019,QFC 5820,Groceries,Sale,-3.99
01/29/2019,01/31/2019,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
01/30/2019,01/31/2019,Rebtel,Bills & Utilities,Sale,-20.00
01/30/2019,01/31/2019,HLU*Hulu 1230741729695-U,Bills & Utilities,Sale,-13.17
01/29/2019,01/31/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
01/28/2019,01/29/2019,TST* HOMEGROWN 1007,Food & Drink,Sale,-15.56
01/26/2019,01/28/2019,TARGET        00009951,Shopping,Sale,-24.19
01/27/2019,01/28/2019,DOLLARTREE,Shopping,Sale,-2.20
01/27/2019,01/28/2019,COSTCO GAS #1225,Gas,Sale,-38.65
01/26/2019,01/28/2019,TARGET        00009951,Shopping,Sale,-13.76
01/24/2019,01/27/2019,THAI 65 CAFE,Food & Drink,Sale,-20.00
01/26/2019,01/27/2019,WAL-MART #3098,Groceries,Sale,-27.29
01/26/2019,01/27/2019,QFC 5820,Groceries,Sale,-54.82
01/23/2019,01/25/2019,MS CAFE 50    19097476,Food & Drink,Sale,-2.24
01/23/2019,01/25/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.00
01/23/2019,01/24/2019,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-181.76
01/23/2019,01/24/2019,WA DOL LIC &amp; REG 56215,Bills & Utilities,Sale,-89.00
01/23/2019,01/24/2019,WA DOL56215*SERVICEFEE,Bills & Utilities,Sale,-3.00
01/22/2019,01/24/2019,AMPCO - SECOND &amp; JAMES GA,Travel,Sale,-12.00
01/23/2019,01/24/2019,AMZN Mktp US*MB7MT6Q40,Shopping,Sale,-21.44
01/22/2019,01/24/2019,LUIGI'S ITALIAN EATERY,Food & Drink,Sale,-10.50
01/21/2019,01/23/2019,3 BS BURGERS,Food & Drink,Sale,-14.65
01/21/2019,01/23/2019,STAPLES       00113563,Shopping,Sale,-3.08
01/22/2019,01/23/2019,DIAMOND PARKING 0228,Travel,Sale,-5.00
01/21/2019,01/22/2019,AMZN Mktp US*MB1U48BV0,Shopping,Sale,-8.79
01/22/2019,01/22/2019,AMZN Mktp US*MB3BK0012,Shopping,Sale,-6.47
01/17/2019,01/22/2019,COPAAIR COM 2302171200550,Travel,Sale,-381.25
01/21/2019,01/22/2019,WAL-MART #3098,Groceries,Sale,-4.92
01/19/2019,01/21/2019,CARIBBEAN AI0106241362023,Travel,Sale,-431.06
01/18/2019,01/21/2019,GYRO TO GO,Food & Drink,Sale,-14.69
01/20/2019,01/21/2019,QFC 5820,Groceries,Sale,-62.29
01/19/2019,01/20/2019,OLD NAVY US 5655,Shopping,Sale,-13.20
01/17/2019,01/20/2019,QFC 5820,Groceries,Sale,-4.84
01/19/2019,01/20/2019,Rebtel,Bills & Utilities,Sale,-20.00
01/19/2019,01/20/2019,WALMART.COM,Shopping,Sale,-319.93
01/19/2019,01/20/2019,CROSSROADS BARBER SHOP,Personal,Sale,-22.00
01/17/2019,01/20/2019,AMERICAN AIR0012331563223,Travel,Sale,-203.70
01/17/2019,01/20/2019,AMERICAN AIR0012331562156,Travel,Sale,-299.20
01/17/2019,01/20/2019,MS CAFE 50    19097476,Food & Drink,Sale,-6.99
01/19/2019,01/20/2019,WAL-MART #3098,Groceries,Sale,-33.01
01/16/2019,01/17/2019,Rebtel,Bills & Utilities,Sale,-10.00
01/16/2019,01/17/2019,Rebtel,Bills & Utilities,Sale,-10.00
01/15/2019,01/16/2019,OTO SUSHI REDMOND,Food & Drink,Sale,-14.65
01/14/2019,01/15/2019,Rebtel,Bills & Utilities,Sale,-20.00
01/14/2019,01/15/2019,Rebtel,Bills & Utilities,Sale,-10.00
01/13/2019,01/14/2019,QFC 5820,Groceries,Sale,-31.41
01/13/2019,01/14/2019,COSTCO WHSE #1225,Shopping,Sale,-68.21
01/13/2019,01/14/2019,COSTCO WHSE #1225,Shopping,Sale,-7.13
01/13/2019,01/14/2019,CRABPOT RESTAURANT 2,Food & Drink,Sale,-33.02
01/12/2019,01/14/2019,MINERS LANDING SEATTLE,Food & Drink,Sale,-14.93
01/13/2019,01/14/2019,WAL-MART #3098,Groceries,Sale,-15.96
01/11/2019,01/13/2019,MS CAFE 43    19027424,Food & Drink,Sale,-9.59
01/10/2019,01/13/2019,MS CAFE 50    19097476,Food & Drink,Sale,-11.99
01/12/2019,01/13/2019,ELLENOS PIKE,Food & Drink,Sale,-4.00
01/09/2019,01/11/2019,MS CAFE 50    19097476,Food & Drink,Sale,-6.99
01/09/2019,01/10/2019,COSTCO GAS #1225,Gas,Sale,-41.93
01/08/2019,01/10/2019,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
01/08/2019,01/10/2019,QFC 5820,Groceries,Sale,-25.75
01/09/2019,01/10/2019,QFC 5820,Groceries,Sale,-19.31
01/08/2019,01/10/2019,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
01/09/2019,01/10/2019,PUGET SOUND ENERGY,Bills & Utilities,Sale,-57.06
01/09/2019,01/10/2019,PUGET SOUND ENERGY,Bills & Utilities,Sale,-28.53
01/09/2019,01/09/2019,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-11.99
01/08/2019,01/09/2019,AA INFLIGHT VISA FACET 4,Groceries,Sale,-5.00
01/07/2019,01/09/2019,COUNTER BURGER D32 MIA,Food & Drink,Sale,-25.56
01/08/2019,01/09/2019,UBER   *TRIP,Travel,Sale,-39.85
01/08/2019,01/09/2019,PALLINO PASTARIA SEATAC,Food & Drink,Sale,-10.45
01/08/2019,01/09/2019,UBER   *TRIP AOW4Z,Travel,Sale,-5.00
01/05/2019,01/06/2019,24 Hour Fitness USA  I,Health & Wellness,Sale,-45.98
01/03/2019,01/03/2019,WAVE,Bills & Utilities,Sale,-72.97
12/30/2018,12/31/2018,Jet Blue Gate Retail,Shopping,Sale,-12.00
12/30/2018,12/31/2018,HLU*Hulu 1230741720672-U,Bills & Utilities,Sale,-11.99
12/28/2018,12/30/2018,HUDSON ST 1478,Shopping,Sale,-3.29
12/28/2018,12/30/2018,HUDSON ST 1478,Shopping,Sale,-3.29
